Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
631,3,2013-01-16,3713,528,1,0,0,0
632,3,2013-01-16,4480,700,1,0,0,0
633,3,2013-01-16,4498,379,1,0,0,0
634,3,2013-01-16,4729,491,1,0,0,0
635,3,2013-01-16,4035,475,1,0,0,0
636,3,2013-01-16,4305,539,1,0,0,0
637,3,2013-01-16,6289,571,1,0,0,0
638,3,2013-01-16,3450,329,1,0,0,0
639,3,2013-01-16,3339,404,1,0,0,0
640,3,2013-01-16,8039,695,1,0,0,0
641,3,2013-01-16,4082,441,1,0,0,0
642,3,2013-01-16,2968,444,1,0,0,0
643,3,2013-01-16,6156,867,1,0,0,0
644,3,2013-01-16,6132,783,1,0,0,0
645,3,2013-01-16,7660,1037,1,0,0,0
646,3,2013-01-16,3990,615,1,0,0,0
647,3,2013-01-16,4334,565,1,0,0,0
648,3,2013-01-16,4262,455,1,0,0,0
649,3,2013-01-16,2396,326,1,0,0,0
650,3,2013-01-16,4995,534,1,0,0,0
651,3,2013-01-16,4868,727,1,0,0,0
652,3,2013-01-16,3933,483,1,0,0,0
653,3,2013-01-16,3209,310,1,0,0,0
654,3,2013-01-16,5296,647,1,0,0,0
655,3,2013-01-16,3344,343,1,0,0,0
656,3,2013-01-16,2033,280,1,0,0,0
657,3,2013-01-16,3462,545,1,0,0,0
658,3,2013-01-16,4904,542,1,0,0,0
659,3,2013-01-16,4630,628,1,0,0,0
660,3,2013-01-16,3083,410,1,0,0,0
661,3,2013-01-16,4495,432,1,0,0,0
662,3,2013-01-16,5605,593,1,0,0,0
663,3,2013-01-16,2121,330,1,0,0,0
664,3,2013-01-16,3449,491,1,0,0,0
665,3,2013-01-16,6528,1121,1,0,0,0
666,3,2013-01-16,2342,281,1,0,0,0
667,3,2013-01-16,5691,597,1,0,0,0
668,3,2013-01-16,6445,988,1,0,0,0
669,3,2013-01-16,3138,301,1,0,0,0
670,3,2013-01-16,4732,566,1,0,0,0
671,3,2013-01-16,4259,491,1,0,0,0
672,3,2013-01-16,5365,984,1,0,0,0
673,3,2013-01-16,3332,345,1,0,0,0
674,3,2013-01-16,5557,800,1,0,0,0
675,3,2013-01-16,2824,327,1,0,0,0
676,3,2013-01-16,3713,1079,1,0,0,0
677,3,2013-01-16,5634,481,1,0,0,0
678,3,2013-01-16,4160,556,1,0,0,0
679,3,2013-01-16,7682,914,1,0,0,0
680,3,2013-01-16,4228,704,1,0,0,0
681,3,2013-01-16,1761,330,1,0,0,0
682,3,2013-01-16,11086,1810,1,0,0,0
683,3,2013-01-16,7416,804,1,0,0,0
684,3,2013-01-16,3558,350,1,0,0,0
685,3,2013-01-16,5508,548,1,0,0,0
686,3,2013-01-16,4766,643,1,0,0,0
687,3,2013-01-16,5102,548,1,0,0,0
688,3,2013-01-16,2725,331,1,0,0,0
689,3,2013-01-16,5423,573,1,0,0,0
690,3,2013-01-16,3763,595,1,0,0,0
691,3,2013-01-16,4422,377,1,0,0,0
692,3,2013-01-16,4901,693,1,0,0,0
693,3,2013-01-16,3088,276,1,0,0,0
694,3,2013-01-16,5687,637,1,0,0,0
695,3,2013-01-16,3765,402,1,0,0,0
