Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
766,7,2015-05-03,0,0,0,0,0,0
767,7,2015-05-03,0,0,0,0,0,0
768,7,2015-05-03,0,0,0,0,0,0
769,7,2015-05-03,12387,2951,1,0,0,0
770,7,2015-05-03,0,0,0,0,0,0
771,7,2015-05-03,0,0,0,0,0,0
772,7,2015-05-03,0,0,0,0,0,0
773,7,2015-05-03,0,0,0,0,0,0
774,7,2015-05-03,0,0,0,0,0,0
775,7,2015-05-03,0,0,0,0,0,0
776,7,2015-05-03,0,0,0,0,0,0
777,7,2015-05-03,0,0,0,0,0,0
778,7,2015-05-03,0,0,0,0,0,0
779,7,2015-05-03,0,0,0,0,0,0
780,7,2015-05-03,0,0,0,0,0,0
781,7,2015-05-03,0,0,0,0,0,0
782,7,2015-05-03,0,0,0,0,0,0
783,7,2015-05-03,0,0,0,0,0,0
784,7,2015-05-03,0,0,0,0,0,0
785,7,2015-05-03,0,0,0,0,0,0
786,7,2015-05-03,0,0,0,0,0,0
787,7,2015-05-03,0,0,0,0,0,0
788,7,2015-05-03,0,0,0,0,0,0
789,7,2015-05-03,0,0,0,0,0,0
790,7,2015-05-03,0,0,0,0,0,0
791,7,2015-05-03,0,0,0,0,0,0
792,7,2015-05-03,0,0,0,0,0,0
793,7,2015-05-03,0,0,0,0,0,0
794,7,2015-05-03,0,0,0,0,0,0
795,7,2015-05-03,0,0,0,0,0,0
796,7,2015-05-03,0,0,0,0,0,0
797,7,2015-05-03,0,0,0,0,0,0
798,7,2015-05-03,0,0,0,0,0,0
799,7,2015-05-03,0,0,0,0,0,0
800,7,2015-05-03,0,0,0,0,0,0
801,7,2015-05-03,0,0,0,0,0,0
802,7,2015-05-03,0,0,0,0,0,0
803,7,2015-05-03,0,0,0,0,0,0
804,7,2015-05-03,0,0,0,0,0,0
805,7,2015-05-03,0,0,0,0,0,0
806,7,2015-05-03,0,0,0,0,0,0
807,7,2015-05-03,0,0,0,0,0,0
808,7,2015-05-03,0,0,0,0,0,0
809,7,2015-05-03,0,0,0,0,0,0
