Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
151,3,2014-04-09,5160,548,1,0,0,0
152,3,2014-04-09,4753,619,1,0,0,0
153,3,2014-04-09,5892,623,1,0,0,0
154,3,2014-04-09,7181,635,1,0,0,0
155,3,2014-04-09,5306,545,1,0,0,0
156,3,2014-04-09,5548,616,1,0,0,0
157,3,2014-04-09,7754,867,1,0,0,0
158,3,2014-04-09,7321,480,1,0,0,0
159,3,2014-04-09,4955,519,1,0,0,0
160,3,2014-04-09,4876,501,1,0,0,0
161,3,2014-04-09,6532,770,1,0,0,0
162,3,2014-04-09,5809,456,1,0,0,0
163,3,2014-04-09,6738,845,1,0,0,0
164,3,2014-04-09,5338,610,1,0,0,0
165,3,2014-04-09,3797,407,1,0,0,0
166,3,2014-04-09,6859,1012,1,0,0,0
167,3,2014-04-09,7421,1005,1,0,0,0
168,3,2014-04-09,6565,696,1,0,0,0
169,3,2014-04-09,6342,678,1,0,0,0
170,3,2014-04-09,4452,534,1,0,0,0
171,3,2014-04-09,6724,786,1,0,0,0
172,3,2014-04-09,6288,856,1,0,0,0
173,3,2014-04-09,7005,930,1,0,0,0
174,3,2014-04-09,5215,432,1,0,0,0
175,3,2014-04-09,4712,576,1,0,0,0
176,3,2014-04-09,4202,597,1,0,0,0
177,3,2014-04-09,3799,522,1,0,0,0
178,3,2014-04-09,7874,783,1,0,0,0
179,3,2014-04-09,5993,890,1,0,0,0
180,3,2014-04-09,5773,761,1,0,0,0
181,3,2014-04-09,5562,638,1,0,0,0
182,3,2014-04-09,4303,359,1,0,0,0
183,3,2014-04-09,4435,613,1,0,0,0
184,3,2014-04-09,5095,531,1,0,0,0
185,3,2014-04-09,5573,464,1,0,0,0
186,3,2014-04-09,2739,310,1,0,0,0
187,3,2014-04-09,5310,684,1,0,0,0
188,3,2014-04-09,3149,329,1,0,0,0
189,3,2014-04-09,7552,781,1,0,0,0
190,3,2014-04-09,7014,648,1,0,0,0
191,3,2014-04-09,5996,669,1,0,0,0
192,3,2014-04-09,5750,482,1,0,0,0
193,3,2014-04-09,4858,770,1,0,0,0
194,3,2014-04-09,3831,367,1,0,0,0
195,3,2014-04-09,8965,1147,1,0,0,0
196,3,2014-04-09,4772,688,1,0,0,0
197,3,2014-04-09,5749,797,1,0,0,0
198,3,2014-04-09,1544,225,1,0,0,0
199,3,2014-04-09,6523,511,1,0,0,0
200,3,2014-04-09,6944,952,1,0,0,0
201,3,2014-04-09,3695,335,1,0,0,0
202,3,2014-04-09,5455,470,1,0,0,0
203,3,2014-04-09,6757,950,1,0,0,0
204,3,2014-04-09,4652,491,1,0,0,0
205,3,2014-04-09,4631,745,1,0,0,0
206,3,2014-04-09,6667,764,1,0,0,0
207,3,2014-04-09,8919,1169,1,0,0,0
208,3,2014-04-09,1922,322,1,0,0,0
209,3,2014-04-09,5250,557,1,0,0,0
210,3,2014-04-09,1968,258,1,0,0,0
211,3,2014-04-09,10798,1384,1,0,0,0
212,3,2014-04-09,4871,512,1,0,0,0
213,3,2014-04-09,6884,583,1,0,0,0
214,3,2014-04-09,7136,582,1,0,0,0
215,3,2014-04-09,4089,363,1,0,0,0
216,3,2014-04-09,5321,769,1,0,0,0
217,3,2014-04-09,3930,601,1,0,0,0
218,3,2014-04-09,4461,685,1,0,0,0
219,3,2014-04-09,2891,393,1,0,0,0
220,3,2014-04-09,3860,582,1,0,0,0
221,3,2014-04-09,4839,460,1,0,0,0
222,3,2014-04-09,3713,496,1,0,0,0
223,3,2014-04-09,5886,658,1,0,0,0
224,3,2014-04-09,5316,411,1,0,0,0
225,3,2014-04-09,4178,477,1,0,0,0
226,3,2014-04-09,6542,721,1,0,0,0
227,3,2014-04-09,5601,573,1,0,0,0
228,3,2014-04-09,6417,519,1,0,0,0
229,3,2014-04-09,6762,630,1,0,0,0
230,3,2014-04-09,6019,872,1,0,0,0
231,3,2014-04-09,3243,311,1,0,0,0
232,3,2014-04-09,2590,253,1,0,0,0
233,3,2014-04-09,7626,938,1,0,0,0
234,3,2014-04-09,8273,839,1,0,0,0
235,3,2014-04-09,4574,413,1,0,0,0
236,3,2014-04-09,5673,820,1,0,0,0
237,3,2014-04-09,4117,563,1,0,0,0
238,3,2014-04-09,6153,956,1,0,0,0
239,3,2014-04-09,3677,400,1,0,0,0
240,3,2014-04-09,4703,454,1,0,0,0
241,3,2014-04-09,4978,614,1,0,0,0
242,3,2014-04-09,2963,277,1,0,0,0
243,3,2014-04-09,5855,838,1,0,0,0
244,3,2014-04-09,3923,468,1,0,0,0
245,3,2014-04-09,7727,982,1,0,0,0
246,3,2014-04-09,5367,827,1,0,0,0
247,3,2014-04-09,6531,546,1,0,0,0
248,3,2014-04-09,7193,985,1,0,0,0
249,3,2014-04-09,3978,494,1,0,0,0
250,3,2014-04-09,6978,555,1,0,0,0
251,3,2014-04-09,16789,2231,1,0,0,0
252,3,2014-04-09,7811,632,1,0,0,0
253,3,2014-04-09,4753,616,1,0,0,0
254,3,2014-04-09,2283,201,1,0,0,0
255,3,2014-04-09,5014,562,1,0,0,0
256,3,2014-04-09,7513,1027,1,0,0,0
257,3,2014-04-09,4290,571,1,0,0,0
258,3,2014-04-09,5452,451,1,0,0,0
259,3,2014-04-09,11546,2409,1,0,0,0
260,3,2014-04-09,5995,866,1,0,0,0
261,3,2014-04-09,9443,797,1,0,0,0
262,3,2014-04-09,16936,2985,1,0,0,0
263,3,2014-04-09,3081,324,1,0,0,0
264,3,2014-04-09,5726,814,1,0,0,0
265,3,2014-04-09,4228,476,1,0,0,0
266,3,2014-04-09,3233,470,1,0,0,0
267,3,2014-04-09,6914,859,1,0,0,0
268,3,2014-04-09,3711,529,1,0,0,1
269,3,2014-04-09,7805,1129,1,0,0,0
270,3,2014-04-09,7320,1070,1,0,0,0
271,3,2014-04-09,6217,744,1,0,0,0
272,3,2014-04-09,4901,581,1,0,0,0
273,3,2014-04-09,5731,582,1,0,0,0
274,3,2014-04-09,3418,924,1,0,0,0
275,3,2014-04-09,7097,747,1,0,0,0
276,3,2014-04-09,3768,517,1,0,0,0
277,3,2014-04-09,4991,476,1,0,0,0
278,3,2014-04-09,6826,778,1,0,0,0
279,3,2014-04-09,6811,585,1,0,0,0
280,3,2014-04-09,5372,455,1,0,0,0
281,3,2014-04-09,5025,475,1,0,0,0
282,3,2014-04-09,3797,629,1,0,0,0
283,3,2014-04-09,6258,675,1,0,0,0
284,3,2014-04-09,4413,399,1,0,0,0
285,3,2014-04-09,3897,403,1,0,0,0
286,3,2014-04-09,4052,397,1,0,0,0
287,3,2014-04-09,6730,748,1,0,0,0
288,3,2014-04-09,4319,345,1,0,0,0
289,3,2014-04-09,5270,500,1,0,0,0
290,3,2014-04-09,5614,603,1,0,0,0
291,3,2014-04-09,6386,702,1,0,0,0
292,3,2014-04-09,5148,709,1,0,0,0
293,3,2014-04-09,4626,716,1,0,0,0
294,3,2014-04-09,5005,756,1,0,0,0
295,3,2014-04-09,4517,609,1,0,0,0
296,3,2014-04-09,5649,712,1,0,0,0
297,3,2014-04-09,6134,676,1,0,0,0
298,3,2014-04-09,6999,588,1,0,0,0
299,3,2014-04-09,4912,582,1,0,0,0
300,3,2014-04-09,5795,764,1,0,0,0
301,3,2014-04-09,4936,594,1,0,0,0
302,3,2014-04-09,2862,249,1,0,0,0
303,3,2014-04-09,5760,680,1,0,0,0
304,3,2014-04-09,5738,917,1,0,0,1
305,3,2014-04-09,4064,416,1,0,0,0
306,3,2014-04-09,3562,423,1,0,0,0
307,3,2014-04-09,2169,239,1,0,0,0
308,3,2014-04-09,7715,825,1,0,0,0
309,3,2014-04-09,5639,524,1,0,0,0
310,3,2014-04-09,7341,634,1,0,0,0
311,3,2014-04-09,5731,753,1,0,0,0
312,3,2014-04-09,3814,418,1,0,0,0
313,3,2014-04-09,5152,572,1,0,0,0
314,3,2014-04-09,4512,573,1,0,0,0
315,3,2014-04-09,3565,443,1,0,0,0
316,3,2014-04-09,7980,760,1,0,0,0
317,3,2014-04-09,4144,468,1,0,0,0
318,3,2014-04-09,5892,495,1,0,0,0
319,3,2014-04-09,7219,818,1,0,0,0
320,3,2014-04-09,12736,1965,1,0,0,0
321,3,2014-04-09,4590,470,1,0,0,0
322,3,2014-04-09,3943,477,1,0,0,0
323,3,2014-04-09,6155,537,1,0,0,0
324,3,2014-04-09,4639,654,1,0,0,0
325,3,2014-04-09,5324,617,1,0,0,0
326,3,2014-04-09,3923,349,1,0,0,0
327,3,2014-04-09,6714,852,1,0,0,0
328,3,2014-04-09,4144,531,1,0,0,0
329,3,2014-04-09,6056,596,1,0,0,0
330,3,2014-04-09,3334,425,1,0,0,0
331,3,2014-04-09,6402,847,1,0,0,0
332,3,2014-04-09,3718,511,1,0,0,0
333,3,2014-04-09,7551,1073,1,0,0,0
334,3,2014-04-09,3982,482,1,0,0,0
335,3,2014-04-09,13703,2615,1,0,0,0
336,3,2014-04-09,11871,1842,1,0,0,0
337,3,2014-04-09,4518,344,1,0,0,0
338,3,2014-04-09,5673,566,1,0,0,0
339,3,2014-04-09,4735,668,1,0,0,0
340,3,2014-04-09,5626,642,1,0,0,0
341,3,2014-04-09,4362,633,1,0,0,0
342,3,2014-04-09,9099,711,1,0,0,0
343,3,2014-04-09,5780,579,1,0,0,0
344,3,2014-04-09,6163,963,1,0,0,0
345,3,2014-04-09,4415,523,1,0,0,0
346,3,2014-04-09,6278,625,1,0,0,0
347,3,2014-04-09,3549,326,1,0,0,0
348,3,2014-04-09,8309,700,1,0,0,0
349,3,2014-04-09,7695,780,1,0,0,0
350,3,2014-04-09,5099,421,1,0,0,0
351,3,2014-04-09,4681,438,1,0,0,0
352,3,2014-04-09,4892,528,1,0,0,0
353,3,2014-04-09,5576,1502,1,0,0,0
354,3,2014-04-09,7106,648,1,0,0,0
355,3,2014-04-09,7590,1055,1,0,0,0
356,3,2014-04-09,4523,373,1,0,0,0
357,3,2014-04-09,5722,879,1,0,0,0
358,3,2014-04-09,7945,1011,1,0,0,0
359,3,2014-04-09,5734,526,1,0,0,0
360,3,2014-04-09,5902,677,1,0,0,0
361,3,2014-04-09,4498,501,1,0,0,0
362,3,2014-04-09,8336,1080,1,0,0,0
363,3,2014-04-09,5873,859,1,0,0,0
364,3,2014-04-09,4284,553,1,0,0,0
365,3,2014-04-09,4011,468,1,0,0,0
366,3,2014-04-09,5301,542,1,0,0,0
367,3,2014-04-09,4094,462,1,0,0,0
368,3,2014-04-09,6968,607,1,0,0,0
369,3,2014-04-09,4757,453,1,0,0,0
370,3,2014-04-09,6326,552,1,0,0,0
371,3,2014-04-09,5505,458,1,0,0,0
372,3,2014-04-09,6742,661,1,0,0,0
373,3,2014-04-09,4108,284,1,0,0,0
374,3,2014-04-09,6831,861,1,0,0,0
375,3,2014-04-09,7687,660,1,0,0,0
376,3,2014-04-09,6433,818,1,0,0,0
377,3,2014-04-09,6252,823,1,0,0,0
378,3,2014-04-09,5293,859,1,0,0,0
379,3,2014-04-09,3192,388,1,0,0,1
380,3,2014-04-09,11666,1273,1,0,0,0
381,3,2014-04-09,8233,968,1,0,0,0
382,3,2014-04-09,6067,534,1,0,0,0
383,3,2014-04-09,15771,2078,1,0,0,0
384,3,2014-04-09,6954,837,1,0,0,0
385,3,2014-04-09,5883,578,1,0,0,0
386,3,2014-04-09,7089,585,1,0,0,0
387,3,2014-04-09,7568,1102,1,0,0,0
388,3,2014-04-09,9045,1048,1,0,0,0
389,3,2014-04-09,9009,1233,1,0,0,0
390,3,2014-04-09,9708,992,1,0,0,0
391,3,2014-04-09,4737,643,1,0,0,0
392,3,2014-04-09,6483,700,1,0,0,0
393,3,2014-04-09,4294,477,1,0,0,0
394,3,2014-04-09,5823,517,1,0,0,0
395,3,2014-04-09,3491,484,1,0,0,0
396,3,2014-04-09,8544,983,1,0,0,0
397,3,2014-04-09,4535,671,1,0,0,0
398,3,2014-04-09,4166,545,1,0,0,0
399,3,2014-04-09,4784,526,1,0,0,0
400,3,2014-04-09,7684,1142,1,0,0,0
401,3,2014-04-09,6555,656,1,0,0,0
402,3,2014-04-09,4871,552,1,0,0,0
403,3,2014-04-09,6977,730,1,0,0,0
404,3,2014-04-09,4965,639,1,0,0,0
405,3,2014-04-09,3286,405,1,0,0,0
406,3,2014-04-09,4538,409,1,0,0,0
407,3,2014-04-09,3267,271,1,0,0,0
408,3,2014-04-09,3522,384,1,0,0,0
409,3,2014-04-09,3853,458,1,0,0,0
410,3,2014-04-09,5395,765,1,0,0,0
411,3,2014-04-09,6557,500,1,0,0,0
412,3,2014-04-09,6955,527,1,0,0,0
413,3,2014-04-09,6294,866,1,0,0,0
414,3,2014-04-09,5100,399,1,0,0,0
415,3,2014-04-09,4802,423,1,0,0,0
416,3,2014-04-09,9113,1302,1,0,0,0
417,3,2014-04-09,6922,750,1,0,0,0
418,3,2014-04-09,4351,509,1,0,0,0
419,3,2014-04-09,4740,874,1,0,0,0
420,3,2014-04-09,4226,388,1,0,0,0
421,3,2014-04-09,7227,856,1,0,0,0
422,3,2014-04-09,4343,475,1,0,0,0
423,3,2014-04-09,9756,1916,1,0,0,0
424,3,2014-04-09,5662,766,1,0,0,0
425,3,2014-04-09,2966,413,1,0,0,0
426,3,2014-04-09,4503,634,1,0,0,0
427,3,2014-04-09,5567,661,1,0,0,0
428,3,2014-04-09,5346,442,1,0,0,0
429,3,2014-04-09,4075,351,1,0,0,0
430,3,2014-04-09,6852,563,1,0,0,0
431,3,2014-04-09,7499,841,1,0,0,0
432,3,2014-04-09,9581,1509,1,0,0,0
433,3,2014-04-09,4925,598,1,0,0,0
434,3,2014-04-09,7495,626,1,0,0,0
435,3,2014-04-09,3231,379,1,0,0,0
436,3,2014-04-09,4082,530,1,0,0,0
437,3,2014-04-09,7410,611,1,0,0,0
438,3,2014-04-09,4079,428,1,0,0,0
439,3,2014-04-09,5700,798,1,0,0,0
440,3,2014-04-09,4704,602,1,0,0,0
441,3,2014-04-09,4917,609,1,0,0,0
442,3,2014-04-09,2830,367,1,0,0,0
443,3,2014-04-09,3659,351,1,0,0,0
444,3,2014-04-09,10394,1205,1,0,0,0
445,3,2014-04-09,7377,1133,1,0,0,0
446,3,2014-04-09,4266,625,1,0,0,0
447,3,2014-04-09,4975,596,1,0,0,0
448,3,2014-04-09,7615,716,1,0,0,0
449,3,2014-04-09,10024,1504,1,0,0,0
450,3,2014-04-09,5974,836,1,0,0,0
451,3,2014-04-09,4960,440,1,0,0,0
452,3,2014-04-09,3318,357,1,0,0,0
453,3,2014-04-09,7384,947,1,0,0,0
454,3,2014-04-09,5093,786,1,0,0,0
455,3,2014-04-09,6360,425,1,0,0,0
456,3,2014-04-09,4746,803,1,0,0,0
457,3,2014-04-09,3974,366,1,0,0,0
458,3,2014-04-09,5703,598,1,0,0,0
459,3,2014-04-09,7141,982,1,0,0,0
460,3,2014-04-09,2738,281,1,0,0,0
461,3,2014-04-09,3548,426,1,0,0,0
462,3,2014-04-09,4579,598,1,0,0,0
463,3,2014-04-09,5165,998,1,0,0,0
464,3,2014-04-09,8946,1148,1,0,0,0
465,3,2014-04-09,6318,539,1,0,0,0
466,3,2014-04-09,6380,707,1,0,0,0
