Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
916,5,2014-01-10,5420,719,1,1,0,0
917,5,2014-01-10,8194,962,1,1,0,0
918,5,2014-01-10,5849,674,1,1,0,0
919,5,2014-01-10,7161,785,1,1,0,0
920,5,2014-01-10,6540,675,1,1,0,0
921,5,2014-01-10,9916,1186,1,1,0,0
922,5,2014-01-10,8695,806,1,1,0,0
923,5,2014-01-10,5009,587,1,1,0,0
924,5,2014-01-10,5584,511,1,1,0,0
925,5,2014-01-10,7259,1162,1,1,0,0
926,5,2014-01-10,9528,662,1,1,0,0
927,5,2014-01-10,6600,902,1,1,0,0
928,5,2014-01-10,8466,809,1,1,0,0
929,5,2014-01-10,6312,754,1,1,0,0
930,5,2014-01-10,7023,1155,1,1,0,0
931,5,2014-01-10,3704,405,1,1,0,0
932,5,2014-01-10,9341,855,1,1,0,0
933,5,2014-01-10,7633,960,1,1,0,0
934,5,2014-01-10,8606,834,1,1,0,0
935,5,2014-01-10,6556,648,1,1,0,0
936,5,2014-01-10,7239,913,1,1,0,0
937,5,2014-01-10,6526,546,1,1,0,1
938,5,2014-01-10,10171,1053,1,1,0,0
939,5,2014-01-10,6750,665,1,1,0,0
940,5,2014-01-10,8196,813,1,1,0,0
941,5,2014-01-10,5677,595,1,1,0,0
942,5,2014-01-10,7437,544,1,1,0,1
943,5,2014-01-10,7214,627,1,1,0,0
944,5,2014-01-10,7594,1186,1,1,0,0
945,5,2014-01-10,4377,550,1,1,0,0
946,5,2014-01-10,4035,548,1,1,0,0
947,5,2014-01-10,10079,1198,1,1,0,0
948,5,2014-01-10,6433,1680,1,1,0,0
949,5,2014-01-10,6148,551,1,1,0,0
950,5,2014-01-10,7145,666,1,1,0,0
951,5,2014-01-10,9192,807,1,1,0,0
952,5,2014-01-10,7929,624,1,1,0,0
953,5,2014-01-10,5980,596,1,1,0,0
954,5,2014-01-10,7009,921,1,1,0,0
955,5,2014-01-10,5516,499,1,1,0,0
956,5,2014-01-10,3986,560,1,1,0,0
957,5,2014-01-10,8129,897,1,1,0,0
958,5,2014-01-10,4147,575,1,1,0,0
959,5,2014-01-10,7029,807,1,1,0,0
960,5,2014-01-10,7050,564,1,1,0,1
961,5,2014-01-10,7651,816,1,1,0,0
962,5,2014-01-10,5524,900,1,1,0,0
963,5,2014-01-10,10627,1000,1,1,0,0
964,5,2014-01-10,10779,1513,1,1,0,0
965,5,2014-01-10,7672,864,1,1,0,1
966,5,2014-01-10,5144,675,1,1,0,0
967,5,2014-01-10,8813,957,1,1,0,0
968,5,2014-01-10,8005,963,1,1,0,0
969,5,2014-01-10,3592,578,1,1,0,0
970,5,2014-01-10,4004,458,1,1,0,1
971,5,2014-01-10,8834,1000,1,1,0,0
972,5,2014-01-10,4539,503,1,1,0,0
973,5,2014-01-10,7205,891,1,1,0,0
974,5,2014-01-10,12191,1723,1,1,0,0
975,5,2014-01-10,7959,780,1,1,0,0
976,5,2014-01-10,7708,830,1,1,0,0
977,5,2014-01-10,5958,582,1,1,0,0
978,5,2014-01-10,8543,1121,1,1,0,0
979,5,2014-01-10,7841,780,1,1,0,0
980,5,2014-01-10,7564,626,1,1,0,0
981,5,2014-01-10,9030,896,1,1,0,0
982,5,2014-01-10,8269,806,1,1,0,0
983,5,2014-01-10,10853,1418,1,1,0,0
984,5,2014-01-10,6015,737,1,1,0,0
985,5,2014-01-10,11327,859,1,1,0,0
986,5,2014-01-10,6668,884,1,1,0,0
987,5,2014-01-10,7624,974,1,1,0,0
988,5,2014-01-10,4428,633,1,1,0,0
989,5,2014-01-10,6430,708,1,1,0,0
990,5,2014-01-10,8334,746,1,1,0,0
991,5,2014-01-10,6238,587,1,1,0,0
992,5,2014-01-10,6584,837,1,1,0,0
993,5,2014-01-10,7401,793,1,1,0,0
994,5,2014-01-10,5787,532,1,1,0,0
995,5,2014-01-10,10302,945,1,1,0,0
996,5,2014-01-10,7051,747,1,1,0,0
997,5,2014-01-10,6676,531,1,1,0,1
998,5,2014-01-10,4709,577,1,1,0,0
999,5,2014-01-10,11020,819,1,1,0,0
1000,5,2014-01-10,7625,716,1,1,0,0
1001,5,2014-01-10,5998,719,1,1,0,0
1002,5,2014-01-10,6044,775,1,1,0,0
1003,5,2014-01-10,9551,991,1,1,0,0
1004,5,2014-01-10,6948,566,1,1,0,0
1005,5,2014-01-10,6513,962,1,1,0,0
1006,5,2014-01-10,7506,1031,1,1,0,0
1007,5,2014-01-10,8663,898,1,1,0,0
1008,5,2014-01-10,5477,731,1,1,0,0
1009,5,2014-01-10,5190,499,1,1,0,0
1010,5,2014-01-10,10321,947,1,1,0,0
1011,5,2014-01-10,8799,1038,1,1,0,0
1012,5,2014-01-10,7197,606,1,1,0,0
1013,5,2014-01-10,4447,507,1,1,0,0
1014,5,2014-01-10,16309,1842,1,1,0,0
1015,5,2014-01-10,6985,576,1,1,0,0
1016,5,2014-01-10,5695,576,1,1,0,0
1017,5,2014-01-10,7641,1070,1,1,0,0
1018,5,2014-01-10,12002,1427,1,1,0,0
1019,5,2014-01-10,11296,894,1,1,0,0
1020,5,2014-01-10,9400,1140,1,1,0,1
1021,5,2014-01-10,8943,1061,1,1,0,0
1022,5,2014-01-10,7790,914,1,1,0,0
1023,5,2014-01-10,6429,654,1,1,0,0
1024,5,2014-01-10,6988,920,1,1,0,0
1025,5,2014-01-10,7767,881,1,1,0,0
1026,5,2014-01-10,11447,1437,1,1,0,0
1027,5,2014-01-10,13493,1718,1,1,0,0
1028,5,2014-01-10,5994,737,1,1,0,0
1029,5,2014-01-10,5854,852,1,1,0,0
1030,5,2014-01-10,4314,383,1,1,0,0
1031,5,2014-01-10,5356,453,1,1,0,0
1032,5,2014-01-10,12218,1273,1,1,0,0
1033,5,2014-01-10,14262,1359,1,1,0,0
1034,5,2014-01-10,7330,846,1,1,0,0
1035,5,2014-01-10,5621,695,1,1,0,0
1036,5,2014-01-10,5074,520,1,1,0,0
1037,5,2014-01-10,7963,990,1,1,0,0
1038,5,2014-01-10,6440,558,1,1,0,0
1039,5,2014-01-10,7875,991,1,1,0,0
1040,5,2014-01-10,8477,926,1,1,0,0
1041,5,2014-01-10,6198,652,1,1,0,0
1042,5,2014-01-10,5040,604,1,1,0,0
1043,5,2014-01-10,10810,1479,1,1,0,0
1044,5,2014-01-10,7535,948,1,1,0,0
1045,5,2014-01-10,7963,950,1,1,0,0
1046,5,2014-01-10,11057,859,1,1,0,0
1047,5,2014-01-10,5988,648,1,1,0,0
1048,5,2014-01-10,7109,565,1,1,0,0
1049,5,2014-01-10,4656,709,1,1,0,0
1050,5,2014-01-10,8310,560,1,1,0,1
1051,5,2014-01-10,8806,1140,1,1,0,0
1052,5,2014-01-10,7976,807,1,1,0,0
1053,5,2014-01-10,9315,1062,1,1,0,0
1054,5,2014-01-10,7117,689,1,1,0,0
1055,5,2014-01-10,8820,1107,1,1,0,0
1056,5,2014-01-10,4690,409,1,1,0,0
1057,5,2014-01-10,6676,688,1,1,0,0
1058,5,2014-01-10,8963,853,1,1,0,0
1059,5,2014-01-10,9397,1290,1,1,0,0
1060,5,2014-01-10,8316,926,1,1,0,0
1061,5,2014-01-10,7735,588,1,1,0,0
1062,5,2014-01-10,7003,664,1,1,0,0
1063,5,2014-01-10,4303,554,1,1,0,0
1064,5,2014-01-10,10227,1204,1,1,0,0
1065,5,2014-01-10,5109,609,1,1,0,0
1066,5,2014-01-10,11255,1216,1,1,0,0
1067,5,2014-01-10,6697,550,1,1,0,0
1068,5,2014-01-10,4967,335,1,1,0,0
1069,5,2014-01-10,6610,751,1,1,0,0
1070,5,2014-01-10,7406,953,1,1,0,0
1071,5,2014-01-10,5989,722,1,1,0,0
1072,5,2014-01-10,7502,721,1,1,0,0
1073,5,2014-01-10,7873,966,1,1,0,0
1074,5,2014-01-10,6332,713,1,1,0,0
1075,5,2014-01-10,10810,1032,1,1,0,0
1076,5,2014-01-10,3395,558,1,1,0,0
1077,5,2014-01-10,5582,603,1,1,0,0
1078,5,2014-01-10,8625,638,1,1,0,0
1079,5,2014-01-10,9656,796,1,1,0,1
1080,5,2014-01-10,10870,898,1,1,0,0
1081,5,2014-01-10,7854,1184,1,1,0,0
1082,5,2014-01-10,6858,1008,1,1,0,0
1083,5,2014-01-10,5266,383,1,1,0,1
1084,5,2014-01-10,6248,791,1,1,0,1
1085,5,2014-01-10,9804,962,1,1,0,0
1086,5,2014-01-10,8340,934,1,1,0,1
1087,5,2014-01-10,6687,639,1,1,0,0
1088,5,2014-01-10,6154,602,1,1,0,0
1089,5,2014-01-10,10779,1098,1,1,0,0
1090,5,2014-01-10,6968,855,1,1,0,0
1091,5,2014-01-10,10318,842,1,1,0,0
1092,5,2014-01-10,12580,1259,1,1,0,0
1093,5,2014-01-10,9432,1011,1,1,0,0
1094,5,2014-01-10,4586,363,1,1,0,0
1095,5,2014-01-10,4767,684,1,1,0,0
1096,5,2014-01-10,7569,823,1,1,0,0
1097,5,2014-01-10,9927,2566,1,1,0,0
1098,5,2014-01-10,6240,817,1,1,0,0
1099,5,2014-01-10,7892,893,1,1,0,0
1100,5,2014-01-10,6928,829,1,1,0,0
1101,5,2014-01-10,10653,1071,1,1,0,0
1102,5,2014-01-10,7076,762,1,1,0,0
1103,5,2014-01-10,4995,373,1,1,0,1
1104,5,2014-01-10,6686,509,1,1,0,0
1105,5,2014-01-10,4169,494,1,1,0,0
1106,5,2014-01-10,5928,615,1,1,0,0
1107,5,2014-01-10,7463,735,1,1,0,0
1108,5,2014-01-10,6445,705,1,1,0,0
1109,5,2014-01-10,6588,547,1,1,0,0
1110,5,2014-01-10,4613,585,1,1,0,0
1111,5,2014-01-10,7164,605,1,1,0,0
1112,5,2014-01-10,12058,926,1,1,0,0
1113,5,2014-01-10,6141,673,1,1,0,0
