Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
981,2,2013-04-16,5021,576,1,0,0,0
982,2,2013-04-16,5645,544,1,0,0,0
983,2,2013-04-16,8593,1322,1,0,0,0
984,2,2013-04-16,4091,560,1,0,0,0
985,2,2013-04-16,9580,548,1,0,0,0
986,2,2013-04-16,6405,996,1,0,0,0
987,2,2013-04-16,5430,781,1,0,0,0
988,2,2013-04-16,3856,700,1,0,0,0
989,2,2013-04-16,3852,513,1,0,0,0
990,2,2013-04-16,3669,399,1,0,0,0
991,2,2013-04-16,3684,400,1,0,0,0
992,2,2013-04-16,4948,710,1,0,0,0
993,2,2013-04-16,5405,668,1,0,0,0
994,2,2013-04-16,3308,384,1,0,0,0
995,2,2013-04-16,6463,602,1,0,0,0
996,2,2013-04-16,4649,591,1,0,0,0
997,2,2013-04-16,3571,287,1,0,0,0
998,2,2013-04-16,3774,559,1,0,0,0
999,2,2013-04-16,5605,498,1,0,0,0
1000,2,2013-04-16,6897,704,1,0,0,0
1001,2,2013-04-16,4204,602,1,0,0,0
1002,2,2013-04-16,4322,582,1,0,0,0
1003,2,2013-04-16,7164,917,1,0,0,0
1004,2,2013-04-16,3700,372,1,0,0,0
1005,2,2013-04-16,5239,920,1,0,0,0
1006,2,2013-04-16,4354,617,1,0,0,0
1007,2,2013-04-16,4042,558,1,0,0,0
1008,2,2013-04-16,3981,632,1,0,0,0
1009,2,2013-04-16,3518,399,1,0,0,0
1010,2,2013-04-16,4718,504,1,0,0,0
1011,2,2013-04-16,5622,802,1,0,0,0
1012,2,2013-04-16,4073,399,1,0,0,0
1013,2,2013-04-16,3201,399,1,0,0,0
1014,2,2013-04-16,11333,1499,1,0,0,0
1015,2,2013-04-16,4161,413,1,0,0,0
1016,2,2013-04-16,3280,347,1,0,0,0
1017,2,2013-04-16,6562,1038,1,0,0,0
1018,2,2013-04-16,8622,1116,1,0,0,0
1019,2,2013-04-16,5487,541,1,0,0,0
1020,2,2013-04-16,6874,1012,1,0,0,0
1021,2,2013-04-16,7008,993,1,0,0,0
1022,2,2013-04-16,4623,646,1,0,0,0
1023,2,2013-04-16,4000,466,1,0,0,0
1024,2,2013-04-16,3929,612,1,0,0,0
1025,2,2013-04-16,6589,843,1,0,0,0
1026,2,2013-04-16,6646,1012,1,0,0,0
1027,2,2013-04-16,8288,1304,1,0,0,0
1028,2,2013-04-16,3370,511,1,0,0,0
1029,2,2013-04-16,5239,849,1,0,0,0
1030,2,2013-04-16,2419,288,1,0,0,0
1031,2,2013-04-16,3172,340,1,0,0,0
1032,2,2013-04-16,7526,942,1,0,0,0
1033,2,2013-04-16,11036,1220,1,0,0,0
1034,2,2013-04-16,5063,756,1,0,0,0
1035,2,2013-04-16,3972,601,1,0,0,0
1036,2,2013-04-16,3226,360,1,0,0,0
1037,2,2013-04-16,5028,783,1,0,0,0
1038,2,2013-04-16,4096,372,1,0,0,0
1039,2,2013-04-16,5372,812,1,0,0,0
1040,2,2013-04-16,6299,750,1,0,0,0
1041,2,2013-04-16,4976,614,1,0,0,0
1042,2,2013-04-16,3116,496,1,0,0,0
1043,2,2013-04-16,6412,992,1,0,0,0
1044,2,2013-04-16,4675,718,1,0,0,0
1045,2,2013-04-16,5846,802,1,0,0,0
1046,2,2013-04-16,5582,501,1,0,0,0
1047,2,2013-04-16,3138,410,1,0,0,0
1048,2,2013-04-16,4363,389,1,0,0,0
1049,2,2013-04-16,3257,621,1,0,0,0
1050,2,2013-04-16,4176,340,1,0,0,0
1051,2,2013-04-16,5247,887,1,0,0,0
1052,2,2013-04-16,5686,682,1,0,0,0
1053,2,2013-04-16,7029,877,1,0,0,0
1054,2,2013-04-16,4284,604,1,0,0,0
1055,2,2013-04-16,5872,789,1,0,0,0
1056,2,2013-04-16,1992,222,1,0,0,0
1057,2,2013-04-16,3889,474,1,0,0,0
1058,2,2013-04-16,5433,590,1,0,0,0
1059,2,2013-04-16,5733,985,1,0,0,0
1060,2,2013-04-16,4960,721,1,0,0,0
1061,2,2013-04-16,3970,367,1,0,0,0
1062,2,2013-04-16,4705,504,1,0,0,0
1063,2,2013-04-16,2986,453,1,0,0,0
1064,2,2013-04-16,7420,975,1,0,0,0
1065,2,2013-04-16,3345,439,1,0,0,0
1066,2,2013-04-16,9510,1084,1,0,0,0
1067,2,2013-04-16,3322,338,1,0,0,0
1068,2,2013-04-16,3181,256,1,0,0,0
1069,2,2013-04-16,4529,732,1,0,0,0
1070,2,2013-04-16,4739,641,1,0,0,0
1071,2,2013-04-16,5491,727,1,0,0,0
1072,2,2013-04-16,5383,608,1,0,0,0
1073,2,2013-04-16,6214,872,1,0,0,0
1074,2,2013-04-16,3135,390,1,0,0,0
1075,2,2013-04-16,10948,1148,1,0,0,0
1076,2,2013-04-16,2421,472,1,0,0,0
1077,2,2013-04-16,3406,463,1,0,0,0
1078,2,2013-04-16,3571,360,1,0,0,0
1079,2,2013-04-16,6727,596,1,0,0,0
1080,2,2013-04-16,7747,715,1,0,0,0
1081,2,2013-04-16,0,0,0,0,0,0
1082,2,2013-04-16,5463,956,1,0,0,0
1083,2,2013-04-16,2435,225,1,0,0,0
1084,2,2013-04-16,5522,849,1,0,0,0
1085,2,2013-04-16,5559,649,1,0,0,0
1086,2,2013-04-16,6883,862,1,0,0,0
1087,2,2013-04-16,3878,464,1,0,0,0
1088,2,2013-04-16,3943,432,1,0,0,0
1089,2,2013-04-16,7143,823,1,0,0,0
1090,2,2013-04-16,5651,769,1,0,0,0
1091,2,2013-04-16,5485,560,1,0,0,0
1092,2,2013-04-16,9384,1096,1,0,0,0
1093,2,2013-04-16,6122,678,1,0,0,0
1094,2,2013-04-16,3060,276,1,0,0,0
1095,2,2013-04-16,4391,694,1,0,0,0
1096,2,2013-04-16,3630,504,1,0,0,0
1097,2,2013-04-16,7823,2375,1,0,0,0
1098,2,2013-04-16,4181,707,1,0,0,0
